initial_z,Zbase,m1,m2,initial_period_in_days
0.00142,0.00142,0.1113935712,0.100254214,0.1
0.00142,0.00142,0.1113935712,0.100254214,0.1396437957
0.00142,0.00142,0.1113935712,0.100254214,0.1950038968
0.00142,0.00142,0.1113935712,0.100254214,0.2723108433
0.00142,0.00142,0.1113935712,0.100254214,0.3802651977
0.00142,0.00142,0.1113935712,0.100254214,0.5310167558
0.00142,0.00142,0.1113935712,0.100254214,0.7415319537
0.00142,0.00142,0.1113935712,0.100254214,1.0355033665
0.00142,0.00142,0.1113935712,0.100254214,1.4460162057
0.00142,0.00142,0.1113935712,0.100254214,2.0192719162
0.00142,0.00142,0.1113935712,0.100254214,2.8197879494
0.00142,0.00142,0.1113935712,0.100254214,3.9376589236
0.00142,0.00142,0.1113935712,0.100254214,5.498696383
0.00142,0.00142,0.1113935712,0.100254214,7.6785883437
0.00142,0.00142,0.1113935712,0.100254214,10.7226722201
0.00142,0.00142,0.1113935712,0.100254214,14.9735464897
0.00142,0.00142,0.1113935712,0.100254214,20.9096286705
0.00142,0.00142,0.1113935712,0.100254214,29.1989991443
0.00142,0.00142,0.1113935712,0.100254214,40.7745907144
0.00142,0.00142,0.1113935712,0.100254214,56.9391861586
0.00142,0.00142,0.1113935712,0.100254214,79.5120407981
0.00142,0.00142,0.1113935712,0.100254214,111.0336318168
0.00142,0.00142,0.1113935712,0.100254214,155.0515779833
0.00142,0.00142,0.1113935712,0.100254214,216.5199088036
0.00142,0.00142,0.1113935712,0.100254214,302.3566191205
0.00142,0.00142,0.1113935712,0.100254214,422.2222595195
0.00142,0.00142,0.1113935712,0.100254214,589.6071895242
0.00142,0.00142,0.1113935712,0.100254214,823.3498592289
0.00142,0.00142,0.1113935712,0.100254214,1149.7569953977
0.00142,0.00142,0.1113935712,0.100254214,1605.5643098112
0.00142,0.00142,0.1113935712,0.100254214,2242.0709447806
0.00142,0.00142,0.1113935712,0.100254214,3130.912969796
0.00142,0.00142,0.1113935712,0.100254214,4372.1257113904
0.00142,0.00142,0.1113935712,0.100254214,6105.4022965853
0.00142,0.00142,0.1113935712,0.1058238926,0.1
0.00142,0.00142,0.1113935712,0.1058238926,0.1396437957
0.00142,0.00142,0.1113935712,0.1058238926,0.1950038968
0.00142,0.00142,0.1113935712,0.1058238926,0.2723108433
0.00142,0.00142,0.1113935712,0.1058238926,0.3802651977
0.00142,0.00142,0.1113935712,0.1058238926,0.5310167558
0.00142,0.00142,0.1113935712,0.1058238926,0.7415319537
0.00142,0.00142,0.1113935712,0.1058238926,1.0355033665
0.00142,0.00142,0.1113935712,0.1058238926,1.4460162057
0.00142,0.00142,0.1113935712,0.1058238926,2.0192719162
0.00142,0.00142,0.1113935712,0.1058238926,2.8197879494
0.00142,0.00142,0.1113935712,0.1058238926,3.9376589236
0.00142,0.00142,0.1113935712,0.1058238926,5.498696383
0.00142,0.00142,0.1113935712,0.1058238926,7.6785883437
0.00142,0.00142,0.1113935712,0.1058238926,10.7226722201
0.00142,0.00142,0.1113935712,0.1058238926,14.9735464897
0.00142,0.00142,0.1113935712,0.1058238926,20.9096286705
0.00142,0.00142,0.1113935712,0.1058238926,29.1989991443
0.00142,0.00142,0.1113935712,0.1058238926,40.7745907144
0.00142,0.00142,0.1113935712,0.1058238926,56.9391861586
0.00142,0.00142,0.1113935712,0.1058238926,79.5120407981
0.00142,0.00142,0.1113935712,0.1058238926,111.0336318168
0.00142,0.00142,0.1113935712,0.1058238926,155.0515779833
0.00142,0.00142,0.1113935712,0.1058238926,216.5199088036
0.00142,0.00142,0.1113935712,0.1058238926,302.3566191205
0.00142,0.00142,0.1113935712,0.1058238926,422.2222595195
0.00142,0.00142,0.1113935712,0.1058238926,589.6071895242
